compound,score
CCCC(C(=O)NCC1CCCO1)N(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccccc1,0
CC(C)(C)c1cc(C=C(C#N)C(N)=S)cc(C(C)(C)C)c1O,1
O=C(C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1)N1CCN(C2CCCCC2)CC1,0
CCOC(=O)CSc1n[nH]c(-c2ccco2)n1,0
CCc1ccc(N2C(=O)c3sc4nnc(C)c(=O)n4c3C2=O)cc1,0
COCCc1ccc(OCC(O)CNC(C)C)cc1,0
COC(=O)c1cccnc1NC(=S)NNC(=O)c1ccncc1,1
Cc1ccsc1C=C1CCc2ccccc2C1=O,1
O=C(c1ccc(COc2ccccc2Br)o1)N1CCN(c2ccccn2)CC1,1
COc1cc(OC)nc(NC(=O)CN2CCN(c3ccc(F)cc3)CC2)n1,0
Cc1ccc2cc3cc(C(=O)N(C)c4ccccc4)oc3nc2c1,1
COC(=O)CNC(=O)C(C)NC(=O)CNC(=O)OCc1ccccc1,1
COc1ccc(-n2nc(C(=O)NCC(=O)N3CCN(C)CC3)c3ccccc3c2=O)cc1OC,0
CN(C)c1ccc(-c2nc(NCCc3cnc[nH]3)c3ccccc3n2)cc1,1
Fc1ccc(SCCc2ccncc2)cc1,1
O=S(=O)(N=C(c1ccc(Cl)cc1)N1CCOCC1)c1ccc(Cl)cc1,0
CC1C2C(c3ccccc3)N(C)C(=O)N(C)C2N(C)C(=O)N1C,0
COc1ccc(C(CC(=O)NCCCN2CCOCC2)NS(=O)(=O)c2ccc(C)cc2)cc1,0
O=C(Nc1ccccc1)c1cc[nH]n1,0
CCOc1cc(C(=S)N2CCC(O)CC2)ccc1OS(=O)(=O)c1ccc(Br)cc1,1
O=C(O)C(Cc1ccccc1-c1ccccc1)C(=O)O,0
Cc1ccc(N)c(C(O)(C(F)(F)F)C(F)(F)F)c1,1
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,1
O=C(O)CCCCCN1C(=O)CCC1=O,0
Cc1cc(C(=S)N2CCOCC2)c(C)n1C1CCCC1,0
COc1cccc(-c2nc(C(N)=O)c3nc(O)n(-c4ccccc4)c3n2)c1OC,0
O=C(c1cc2ccccc2o1)N1CCN=C1SCc1cccc(F)c1,0
O=C(O)c1cc2cc(Cl)cc(Cl)c2oc1=O,0
COc1ccc(-c2nc(-c3cccs3)c(-c3cccs3)[nH]2)cc1O,1
Cc1cc(C)nc(SCC(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)n1,0
CCOc1ccc2nc(O)c(C(c3nnnn3C3CCCCC3)N3CCN(C)CC3)cc2c1,0
C=CCSC1=NC(N)=C(C#N)C2(CCCCC2)C1C(N)=O,1
Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)C2c2ccccc2)cc1,1
C=CCn1c(CCNC(=O)c2cccs2)nnc1SCC(=O)c1ccc(Cl)cc1,1
O=C(Oc1ccc2ccccc2c1)c1ccccc1,0
CCOC(=O)CSCC(NC(=O)OC(C)(C)C)C(=O)OCC,1
Cc1ccc(Cn2cc(SCC(=O)Nc3nccs3)c3ccccc32)cc1,0
COCC(C)NC(=O)c1noc2c1CCc1cc(OC)ccc1-2,0
CC(=NNC(=O)CC1N=C(Cc2ccccc2)NNC1=O)c1ccc(Cl)cc1Cl,1
COc1ccc(CCN2C(=O)NC(=O)C(=CNCCCN(C)C)C2=O)cc1OC,0
CCOC(=O)Cn1nnc2c(sc3nc4c(c(-c5ccccc5)c32)CCC4)c1=O,0
C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,0
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0
C=CC(C)n1c(Br)nc2c1c(=O)[nH]c(=O)n2C,0
Cc1nc2ccccc2c2c1C(=O)N(Cc1cccnc1)C2=O,1
CSCCC(NC(=O)c1occc1C)C(=O)O,0
Cc1cnc(C(=O)OCC(=O)N2CCc3ccccc3C2)cn1,0
CCN1c2ccccc2NC2C1C(C(C)=O)C(=O)N2c1ccc(Cl)cc1,1
Cc1cc(=S)cc(C)n1CCCn1ccnc1,0
CCSc1nc(N)c2c3c(sc2n1)CCC3,1
COc1ccc(OCC(=O)Nc2ccc3c(c2)nc(CCN2CCOCC2)n3C)cc1,0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
NC(=O)CSc1nnc(-c2cc(-c3cccs3)nc3ccccc23)o1,0
ON=C(c1ccc(Cl)cc1Cl)c1ncc(C(F)(F)F)cc1Cl,1
Brc1ccc(-c2csc(N3CCc4ccccc4C3)n2)cc1,1
Cc1cnn(C(=S)NCc2ccco2)c1,0
CCOC(=O)N1CCC(NC(=O)C2CCN(c3ccc(N4CCOCC4)nn3)CC2)CC1,0
CN(C)C(=O)c1ccc(-c2ccc3ncnc(N(C)C)c3c2)cc1,0
Cc1cccc(Cn2c(=O)n(-c3ccc(CC(=O)NCc4ccco4)cc3)c(=O)c3sccc32)c1,0
CCOC(=O)Cn1nnnc1C(CC)N(Cc1cc2c(C)cc(C)cc2nc1O)C1CCCC1,0
O=c1cc(CO)occ1OCc1ccccc1,0
Cc1ccc(S(=O)(=O)C(C#N)c2nc3ccccc3nc2N2CCN(C)CC2)cc1C,0
CCCCc1nc2c(O)nc3ccccc3c2o1,0
CN1CCc2c(sc(N)c2C(N)=O)C1,0
Cc1ccc(C(=O)C2(C)C3c4cc(Br)ccc4OC(=O)C32C(=O)c2ccco2)cc1,1
O=C(O)CNc1ccc(C(=O)O)cc1,0
CCNc1nc(SCC(=O)OC)nc(N2CCOCC2)n1,0
O=c1c2nnn(Cc3ccccc3)c2ncn1-c1ccccc1,0
COCOc1cc(OC)ccc1C(=O)C=Cc1ccc2c(c1)OCO2,1
O=C(Oc1cccnc1)c1ccco1,0
Cc1ccc(S(=O)(=O)C2CCOC2=O)cc1,0
COc1ccccc1N1CCN(S(=O)(=O)C=Cc2ccccc2)CC1,1
CCOc1ccc(N(CC(=O)NC2CCCC2)S(=O)(=O)c2c(C)nc(O)nc2O)cc1,0
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,0
Cc1occc1C(=O)N1CCN(Cc2ccccc2)CC1,1
CC(C)(C)c1nc(N2CCN(C(=O)c3ccco3)CC2)c2nnn(Cc3ccccc3)c2n1,0
CN(C)C1=NC(N(C)C)=NP(N(C)C)(N(C)C)=N1,0
Cc1ccc(CCN2CC(C(=O)NCCCN(C)Cc3ccccc3)CC2=O)cc1,0
CCOc1cc(S(=O)(=O)NC2CC2)c(OCC)cc1-n1cnnn1,1
CCCNS(=O)(=O)c1ccc(CCC(=O)N2CCN(CC)CC2)cc1,0
Cc1ccc(C(=O)C2=C(O)C(=O)N(CC(C)O)C2c2cccc(F)c2)cc1,0
COC(=O)CCC(=O)Nc1ccc(OC)cc1,0
Cc1ccc(S(=O)(=O)NN=Cc2ccc(C(=O)O)cc2)cc1,0
COc1ccc(S(=O)(=O)NCCSCc2ccco2)cc1,1
Cc1cccnc1NC1(C(F)(F)F)N=C(c2ccccc2)NC1=O,1
COc1ccc(OCCC(=O)N2CCCCC2)cc1,1
OCCN1CCOCCN(CCO)CCOCC1,0
O=c1oc2ccccc2cc1-c1csc(NN=C2CCCCC2)n1,1
N#Cc1c(NC(=O)C(F)(F)F)sc2c3c(=O)c4ccccc4c(=O)c=3oc3ccccc3c12,1
COc1ccc(-c2noc(CSc3nnc(CCc4ccccc4)n3-c3ccccc3)n2)cc1OC,1
O=C(CNC(=O)Cc1ccccc1)NCC(=O)OCC(=O)c1ccccc1Cl,0
NS(=O)(=O)c1ccc(NC=C2C(=O)N(C3CCCCC3)C(=O)N(C3CCCCC3)C2=O)cc1,0
Cc1ccc(-c2noc(CCC(=O)N(C)c3ccccc3C)n2)cc1,1
O=C(O)C(O)Cc1ccccn1,0
Cn1c(=O)c(-c2cccs2)nc2cncnc21,0
Cc1nnc(SCC(=O)NCc2ccccc2)s1,0
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0
CCCOc1ccc(OCC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1,0
CC(C)c1ccc2c(c1)C(c1ccc(N3CCOCC3)cc1)=NNC(c1cccs1)=N2,1
N#CC(=Cc1cn[nH]c1-c1ccc(Cl)cc1)C(=O)NCc1ccccc1,1
CC1CCC(NCc2ccco2)CC1,0
CC(C)CCSc1ncnc2c1oc1nc3c(cc12)COC(C)(C)C3,0
CC(C)(C)n1ncc2c(=O)n(Cc3c(F)cccc3Cl)cnc21,1
C[N+]1(CCN[N+]2(C)CCCCC2)CCc2ccccc2C1,0
COc1ccc(NC(=O)COc2nc(N(C)C)nc(N(C)C)n2)cc1,0
CCOc1ccc(C2CC(c3cccc(C)c3)n3ncnc3N2)cc1,1
CC(Oc1ccccc1)C(=O)Nc1cccc(-c2nc3ccccc3[nH]2)c1,1
CCCS(=O)(=O)N1CCCC(C(=O)NCCN2CCC(Cc3ccccc3)CC2)C1,0
Cc1ccc(S(=O)(=O)N2CCN(c3ccc4nnc(-c5ccc(F)cc5)n4n3)CC2)cc1,1
CCN(C(=O)c1cn(C)c(=O)c2cc(OC)c(OC)cc12)c1cc(C)ccc1C,0
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)C(C)N1CCSCC1,1
O=C(c1cccnc1)N1CCN(Cc2ccccc2Br)CC1,1
CCOC(=O)c1cccc(NC(=O)CSc2nnc(C)n2Cc2ccccc2)c1,1
CCOC(=O)c1c(C)[nH]c(NC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c1C,0
Cn1c(C(C#N)C2=C(Cl)C(=O)N(c3ccccc3)C2=O)nc2ccccc21,1
CCOC(=O)C1CCCN(c2c(NCCN3CCCCC3CC)c(=O)c2=O)C1,0
CCCCCN(C(=O)NC(=O)NC1C2CC3CC(C2)CC1C3)S(C)(=O)=O,0
CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)C(C#N)=C(SCC#N)N1,1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
CCOc1cc2[nH]c(=O)n(CCCC(=O)NCc3ccc(OC)cc3)c(=O)c2cc1OCC,0
Cc1ccccc1S(=O)(=O)c1c(C)cc(-c2ccccc2)[nH]c1=O,0
CC#CCOC(=O)C1=CCCN(C)C1,0
Cc1ccccc1OCC(=O)NC(=S)Nc1ccc(N2CCOCC2)c(Cl)c1,0
CN(Cc1cc(Cl)cc(Cl)c1O)Cc1c(O)ccc2ccccc12,1
COc1ccc(NC(=O)N2CCN(CCC#N)CC2)cc1,0
O=C(CC1CCCCC1)NC1CCCC1,0
CC(C(=O)O)N1C(=O)CSc2ncccc21,0
COC(=O)c1nnn(-c2nonc2N)c1CSc1nc2ccccc2o1,1
C=CCOC(O)=C1C(C)=Nc2sc(C#N)c(N)c2C1c1ccco1,1
COCCCNC(=O)c1ccc2c(c1)OCO2,0
Cc1cc(C)nc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)n1,0
CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)(O)OCC[N+](C)(C)C)OCC,1
CCCCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1C(C)C,0
COc1ccc(C2C(C(C)=O)=C(O)C(=O)N2CCc2c[nH]c3ccccc23)cc1OC,0
CCOc1ccc(N2C(=O)CSC23CCCCC3)cc1,1
CCCn1c(OC)nc2c1c(=O)n(C)c(=O)n2C,0
CN1CCN(C(=O)c2ccc(C(C)(C)C)cc2)CC1,0
Cc1ccccc1C(=O)NNC(=O)Cc1ccccc1,0
C=C(C)COc1ccc2c(c1)CCC1C2CCC2(C)C(=O)C(=NO)CC12,0
CN(C)CCNC(=S)Nc1cccc(Cl)c1,0
O=C(c1cc2sccc2n1Cc1ccccc1)N1CCCc2ccccc21,1
O=C(COC(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1)NCCC1=CCCCC1,0
O=C1CN(C(=O)COC(=O)C2=COCCO2)c2ccccc2N1,0
Cn1c(=O)c2c(ncn2Cc2ccc(Cl)c(Cl)c2)n(C)c1=O,1
COC(=O)NNC(=O)c1ccccc1C,0
O=[N+]([O-])c1ccc(C=Nc2ccc(Cl)cc2Cl)s1,1
CCNc1nc(OC)nc(Oc2ccc(=O)n(-c3ccccc3)n2)n1,0
O=C(OCc1ccccc1Cl)c1ccc(-n2cnnc2)cc1,1
CCN1CCN(C(=O)C2(C)CC2(Br)Br)CC1,0
Oc1[nH]c2ccccc2c1C=NCC1CCCO1,0
COCCNC(=O)NC(=O)COC(=O)Cc1ccc2c(c1)OCCO2,0
O=C(Nc1ccc2c(c1)OC1(CCCC1)O2)C1CC1,1
Cc1cc(N2CCCCC2)nc(NCc2ccccc2)n1,1
NC(CO)C(=O)NCC(=O)O,0
O=C(O)CC(NS(=O)(=O)c1cccc2nsnc12)c1ccc(F)cc1,0
O=C(O)c1oc(C(=O)O)c(C(=O)O)c1C(=O)O,0
O=C(Cc1ccccc1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,1
Cc1noc(C)c1S(=O)(=O)N1CCC(C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1,0
CCCCCCCC#Cc1ccccc1C(NC(=O)OC)C(C(=O)OC)C(=O)OC,1
Cc1c(NC(=O)Nc2c(Cl)cccc2Cl)c(=O)n(-c2ccccc2)n1C,0
CCOc1c2ccc(C(=O)NCc3ccco3)cc2nn1CCOC,0
CCc1nnc(NC(=O)C2CC(=O)N(Cc3ccco3)C2)s1,0
Cc1ccc(C)c(NC(=S)NNC(=O)c2sccc2C)c1,1
O=C(NCc1ccco1)c1ccc(=O)oc1,0
Cc1nonc1NC(=O)N1CCCC1,0
O=C(c1ccco1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,0
Cn1ccnc1SCC(=O)NC12CC3CC(CC(C3)C1)C2,1
O=C(Cc1c(F)cccc1Cl)Nc1ccncc1,1
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
CC(C)C1Cc2nc(O)c(C(=O)O)cc2CO1,0
COc1ccc(C(=O)Nc2ccccc2C(=O)NC(C(=O)NCc2ccco2)C(C)C)cc1,0
CCOc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccccc2N2CCOCC2)cc1,1
Cc1nc2ccccc2c2oc(C(=O)N3CCC(N4CCCCC4)CC3)cc12,0
CC(C(=O)Nc1ccc(N2CCOCC2)cc1)N1C(=O)c2ccccc2C1=O,0
c1ccc2sc(NC3=NCN(C4CCCCCC4)CN3)nc2c1,1
COc1ccccc1Nc1nc(N)nc(-c2cc3ccccc3o2)n1,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,0
O=C(CCNc1ccc(Cl)c(C(F)(F)F)c1)c1ccco1,1
CCn1c(SCC(=O)Nc2nc(C)cs2)nnc1-c1ccoc1C,1
Cn1c(=O)c(-c2cccs2)nc2cnc(OCc3ccccc3)nc21,0
Cc1ccc(-n2ncc(C#N)c2N=CN2CCOCC2)cc1,1
CCOC(=O)c1ccc(NC(=O)NCCN2CCCCC2)cc1,0
NCC(CS(=O)(=O)O)c1ccc(Cl)cc1,0
COC(=O)CSc1ccc(C#N)c(SCC(=O)OC)c1,1
Cn1c(SCC(=O)N2CCN(Cc3ccccc3)CC2)nnc1-c1ccncc1,0
COC(=O)c1nc2n(n1)C(c1cccc(Cl)c1)C1=C(O)CC(C)(C)CC1=N2,0
Cc1ccc(C(=O)NCc2ccc(Cl)c(Cl)c2)o1,1
O=C(NCc1ccccn1)C1CCN(S(=O)(=O)c2c[nH]cn2)CC1,0
NC(=O)c1cc2cc(Cl)ccc2oc1=O,0
Cc1cc(Cl)ccc1OCC(=O)N1CCCCC1,1
Cc1ccc(NC(=O)CSCc2c(C)noc2C)cc1C,1
CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2)C1c1ccccc1,1
Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC(C(=O)NCc4cccnc4)CC3)CC2)cc1,0
Cc1ccc(NC(=O)CCSc2nnc3ccccn23)cc1,1
COc1ccccc1C(c1nnnn1C(C)(C)C)N1CCN(Cc2ccncc2)CC1,1
C=C(C)CSc1nnc(CCNC(=O)OC(C)(C)C)o1,1
CCOC(=O)N1CCC2(CC1)CC(=O)c1c(ccc3oc(C(=O)O)c(C)c13)O2,0
COc1ccc(OC)c2[nH]c(=O)c(CCNC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)cc12,1
CCOC(=O)c1cnc2nc(C)nn2c1O,0
CCNC(=O)COC(=O)C=Cc1ccccc1[N+](=O)[O-],0
COC(=O)c1ccccc1NC(=O)CSc1n[nH]c(CC(C)C)n1,1
Cc1ccc(Nc2nc(-c3c(C)n(C)n(-c4ccccc4)c3=O)c(C)s2)cc1,0
O=C(NN=C1CCCc2ccccc21)C(c1ccccc1)c1ccccc1,0
CCCC(O)(CCN(C)C)c1ccc(OC)cc1,0
Cc1nn2c(-c3ccc(Cl)cc3)ccnc2c1-c1ccccc1,0
Cc1ccc(P(=O)(OCCN2CCOCC2)C(C)(C)C)o1,0
COc1ccc(CCNC(=O)CCN2C(=O)COc3ccccc32)cc1OC,1
O=C(NCCN1CCCCC1)c1cc2ccccc2[nH]1,0
Sc1nnc2c3c4c(sc3ncn12)CCCC4,0
COc1cccc(-c2cc(C(F)(F)F)nc(N3CCOCC3)n2)c1,1
Cc1cc(C)n(-c2cc(N3CCN(C(=O)c4cccc(Br)c4)CC3)ccc2[N+](=O)[O-])n1,1
Nc1c(C(=O)NCc2ccco2)c2nc3ccccc3nc2n1CCN1CCCCC1,0
CC(C)(C)C(=O)CP(=O)(O)O,0
Cc1cc(-c2cccs2)c2c(n1)sc1c(=O)[nH]c(=O)[nH]c12,0
CC(C)C(=O)Nc1ccc(C(=O)NNC(=O)C(c2ccccc2)c2ccccc2)cc1,0
CCNc1ccc2c(Cl)cc(=O)oc2c1,0
Cc1c(NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)c(=O)n(-c2ccccc2)n1C,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
COC(=O)C(C)NC(=O)Nc1ccc(S(N)(=O)=O)cc1,0
CCOCCCNC(=S)NCCCNc1nc2cc3c(cc2cc1C#N)OCO3,0
O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccc(Cl)c(Cl)c1,1
COc1ccc(CN(Cc2ccccn2)S(=O)(=O)c2ccc(-n3cnnn3)c(OC)c2)cc1,1
Cc1cc(Cl)ccc1NC(=S)NCc1ccccc1,1
O=C1NCCN=C1C=C(O)c1ccccc1,0
NC1=C(c2nc3ccccc3[nH]2)C(=O)CN1c1ccc(CC(=O)O)cc1,0
CC(C)NC(=O)N1CC2(CCN(C(=O)c3ccco3)CC2)C1,0
Cc1cc(Nc2cc(C(=O)O)ccc2C)n2ncnc2n1,0
CN1C(=O)CSc2ccc(NC(=O)N3CCOCC3)cc21,0
Sc1nncc2ccccc12,0
CCOC(=O)Cn1cc([N+](=O)[O-])nc1[N+](=O)[O-],0
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0
COc1ccc(C(NC(=O)c2cccnc2)c2cc(Cl)c3cccnc3c2O)cc1OC,0
N#CCSc1nc2scc(-c3cccs3)c2c(=O)n1CCc1ccccc1,1
N#CCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(Oc3cccc(Cl)c3)nc21,0
CCOc1c(Cl)cc(C(=O)NCCN2CCCCC2)cc1Cl,0
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,0
CCCCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCOC)C2c2ccncc2)cc1C,0
CN1C(=O)c2oc3ccccc3c(=O)c2C1c1ccccn1,0
CC(C)Oc1ccc(-c2nn(-c3ccccc3)cc2C=c2sc3ncnn3c2=O)cc1,0
CS(=O)(=O)N(CC(=O)Nc1c(F)cccc1F)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,1
Oc1ccccc1C1=Nc2nc3ccccc3n2C(c2ccccc2)C1,1
Cc1csc(NC(=O)C2COc3ccccc3O2)n1,1
CC(Sc1nc(-c2ccccc2)cc(C(F)(F)F)n1)C(=O)N1CCCCC1,1
CCN=c1sc2ccccc2n1CC(O)COc1ccccc1,1
Cc1cc(=O)n(C)c(=O)n1CC(=O)N1CCCCCC1,0
CN(C=CC(=O)C(F)(F)F)Cc1ccccc1,1
CN1C(=O)CC(C(=O)O)SC1=Nc1cc(Cl)c(O)c(Cl)c1,0
Oc1ccc(-c2cn3c(n2)SCC3)cc1,0
CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2nnc(C)s2)c1,0
Cc1cc(C)n(-c2nnc(C)n2N)n1,0
COc1cc(C=C2C(=N)N3C=CSC3=NC2=O)ccc1OCCCOc1ccccc1C,1
Cc1ccccc1C(=O)NC(=Cc1ccc(-c2cccnc2Cl)o1)C(=O)NCCCN1CCN(C)CC1,0
CCOc1cc(S(=O)(=O)NC2CCCCC2)ccc1F,1
CCOC(=O)Cc1nnc(NC(=O)CSc2ccc(Cl)cc2)s1,0
O=c1nc2sc(=Cc3ccco3)c(=O)n2nc1Cc1ccccc1,0
CCC(CC)C(=O)OCC(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1OC,0
O=C(NCc1ccc2c(c1)OCO2)c1ccc2c(c1)OCCO2,1
CCCCN1C(=O)c2ccc(C(=O)Nc3cccc(C)c3C)cc2C1=O,0
COc1cnn(-c2ccccc2)c(=O)c1N(C)C,0
Cc1ccccc1C(=O)NN(C)c1nc2ccccc2nc1C(F)(F)F,1
CCc1cccc2c(SCC(=O)NCC3CCCO3)nc(-c3ccc(F)cc3)nc12,0
CCc1cc2c(NCCC(=O)O)nc(C)nc2s1,0
O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)NCC1CCCCC1,0
O=C(Cc1ccccc1)NCc1ccc2c(c1)OCO2,1
CCOC(=O)N1CCN(C(=O)Cn2ncc3ccccc32)CC1,0
CCSc1nnc(N(CCC#N)CCC#N)s1,0
Cc1noc(C)c1C(=O)NCCCN1CCCC1=O,0
CCC(C)NS(=O)(=O)c1ccc(OCC(=O)NCC2CCCO2)cc1,0
CCOc1ccc(S(=O)(=O)Nc2nc3ccc(OC)cc3s2)cc1,1
O=C(Cn1cnc2c(nnn2Cc2ccc(F)cc2)c1=O)NC1CCCC1,0
CN(CC(=O)Nn1cnnc1)S(=O)(=O)c1ccc(Br)cc1,1
Cn1c(=O)c2c(nc(N3CCCCCC3)n2CC(=O)c2ccc(Br)cc2)n(C)c1=O,0
COCCNc1ncnc2ccc(-c3cccnc3)cc12,0
COc1ccc2oc3ccc(OC)cc3c(=O)c2c1,0
COCCNC(=O)c1nn2cccnc2c1Cl,0
N#Cc1ccccc1Cn1c(=O)n(Cc2ccc(C(=O)NCc3ccco3)cc2)c(=O)c2sccc21,0
CS(=O)(=O)N1CCCC(C(=O)NCc2ccc(F)cc2)C1,0
O=c1c2ccccc2n(Cc2ccccc2F)c(=O)n1Cc1ccccc1F,0
COc1ccc(NC(=S)NCc2ccco2)c(OC)c1,1
Cn1c(=O)[nH]c2sc3c(c2c1=O)CC(C)(C)OC3,0
CCOc1ccc2ccccc2c1C(=O)N1CCN(c2ccccc2)CC1,1
CC(C)N(O)C(=O)NC(C)(C)C,0
CN1C(=O)C2(C(C#N)=C(N)N(c3cc(Cl)cc(Cl)c3)C3=C2C(=O)CCC3)c2ccccc21,0
CN(C)N1C(N)=C(C#N)C(c2cccnc2)C2=C1CC(C)(C)CC2=O,0
N#CC1=C(N)Oc2cc(N)ccc2C1C1CCCCC1,1
Cc1ccnc(N2CCCC(C(=O)Nc3nnc(C)s3)C2)n1,0
CC(c1ccccc1)C1CC(=O)N(c2ccc(C(=O)O)cc2)C1=O,0
Nc1cc(=O)[nH]c(=O)n1Cc1ccco1,0
COc1cccc(Cn2c(=O)c(-c3ccccc3)nc3cncnc32)c1,1
CC1(C)Cc2c(sc3nnnc(O)c23)CO1,0
Cc1n[nH]c(SCC(=O)N2CCc3ccccc32)n1,0
CC(=O)Nc1ccc(S(=O)(=O)NCCNC(=O)c2ccccc2F)cc1,0
COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(C)CC(=O)CC1OC,0
O=c1c2ccc([N+](=O)[O-])c3cccc(c32)c2nc3ccccc3n12,0
O=C(CCCOc1ccc(Cl)cc1)N1CCCCC1,1
COc1cc(OC)c(-c2nn3c(C4CCCCC4)nnc3s2)cc1OC,1
CC(C)(C)c1ccc(C(=O)c2c[nH]c(C(=O)NCc3cccs3)c2)cc1,0
O=C(OCC#CCSc1nnc(-c2ccncc2)o1)c1sc2ccccc2c1Cl,0
COC(=O)c1c(C)n(Cc2ccc3c(c2)OCO3)c2ccc(O)cc12,1
Cc1nn(Cc2c(Cl)cccc2Cl)c(Cl)c1C=CC(=O)OCC(=O)NCC(F)(F)F,0
Nc1nnnn1N=Cc1ccccn1,0
O=C(O)c1ccc(NC(=O)C2CCCCC2)cc1,0
Brc1ccc(-c2nnc(-c3ccccc3Br)o2)cc1,0
O=C(O)CONC(=O)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0
COc1ccc(OC)c(C(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)c1,1
COc1ccc(Oc2ncc3nc(-c4cccc(C#N)c4)c(=O)n(Cc4cccc(OC)c4)c3n2)cc1,0
Clc1ccc(-c2cc(CSc3cccc(Cl)c3)on2)cc1,1
COCC(=O)N1CCCC2(CCN(c3ccccn3)C2)C1,0
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2C)no1,0
N=C(N=C(N)N)N1CCOCC1,0
Cc1c(Br)cc(C(=O)N2CCCCCC2)c(C)c1C,1
O=C(CN1CCCN(S(=O)(=O)c2ccc(Br)s2)CC1)Nc1ccc(Cl)cc1,1
COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(N3CCOCC3)nc21,0
O=C(NC1CCCC1)c1cccnc1N1CCCCCC1,1
O=C(Nc1ccc(Cl)cc1)C1CCCN(S(=O)(=O)c2c[nH]cn2)C1,1
CN(C)S(=O)(=O)c1ccc(C(=O)N(c2ccccn2)c2ccccn2)cc1,0
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,1
CCCCOc1ccccc1C1C(C(N)=O)=C(C)Nc2nnnn21,0
Cc1ccc(CNC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1,0
Cc1ccccc1NS(=O)(=O)c1ccc(OCC(=O)N2CCCC2)cc1,0
O=C(Cc1ccccc1)NNC(=O)Nc1cccc(Cl)c1,0
CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)NC1=NCCS1,1
CC(=O)Nc1ccc2c(c1)C(=Cc1ccc([N+](C)(C)C)cc1)c1ccccc1-2,0
O=C(CSC1=NCCS1)N1CCN(c2ccc(Cl)cc2)CC1,1
COCCn1cc(C(=O)N2CCCC(C)C2)c2c3ccccc3n(C)c2c1=O,0
COc1ccccc1CNc1n[nH]c(NCc2ccccc2OC)n1,0
Fc1cnc(N2CCc3ccccc32)nc1N1CCc2ccccc21,0
O=C(CCN1CCN(CC(=O)Nc2ccccc2Cl)CC1)Nc1ccccc1F,1
COc1ccc(CNc2n[nH]c(NCc3ccc(OC)c(OC)c3)n2)cc1OC,0
COc1ccc(CC(=O)Nc2nnc(SCc3ccccc3)s2)cc1S(=O)(=O)N1CCOCC1,1
